sales_id,sale_date,product_id,product_name,unit_selling_price (after_discount),qty,sub_total,discounted_amount
139285,2014-12-07,365,Perfect Fitness Perfect Rip Deck,50.99,3,152.97,27.0
139286,2014-12-07,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
139287,2014-12-07,502,Nike Men's Dri-FIT Victory Golf Polo,37.5,5,187.5,62.5
139288,2014-12-07,627,Under Armour Girls' Toddler Spine Surge Runni,35.99,2,71.98,8.0
139289,2014-12-07,1004,Field & Stream Sportsman 16 Gun Fire Safe,329.98,1,329.98,70.0
139290,2014-12-07,1014,O'Brien Men's Neoprene Life Vest,39.98,4,159.92,40.0
139291,2014-12-07,502,Nike Men's Dri-FIT Victory Golf Polo,52.5,1,52.5,-2.5
139292,2014-12-07,502,Nike Men's Dri-FIT Victory Golf Polo,52.5,1,52.5,-2.5
139293,2014-12-07,365,Perfect Fitness Perfect Rip Deck,45.99,4,183.96,56.0
139294,2014-12-07,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
139295,2014-12-07,502,Nike Men's Dri-FIT Victory Golf Polo,42.5,2,85.0,15.0
139296,2014-12-07,1014,O'Brien Men's Neoprene Life Vest,44.98,3,134.94,15.0
139297,2014-12-07,502,Nike Men's Dri-FIT Victory Golf Polo,37.5,5,187.5,62.5
139298,2014-12-07,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
139299,2014-12-07,502,Nike Men's Dri-FIT Victory Golf Polo,42.5,3,127.5,22.5
139300,2014-12-07,1073,Pelican Sunstream 100 Kayak,169.99,1,169.99,30.0
139301,2014-12-07,365,Perfect Fitness Perfect Rip Deck,50.99,3,152.97,27.0
139302,2014-12-07,1073,Pelican Sunstream 100 Kayak,169.99,1,169.99,30.0
139303,2014-12-07,191,Nike Men's Free 5.0+ Running Shoe,94.99,1,94.99,5.0
139304,2014-12-07,1004,Field & Stream Sportsman 16 Gun Fire Safe,329.98,1,329.98,70.0
139305,2014-12-07,642,Columbia Men's PFG Anchor Tough T-Shirt,37.0,1,37.0,-7.0
139306,2014-12-07,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
139307,2014-12-07,905,Team Golf Texas Longhorns Putter Grip,22.49,3,67.47,7.5
139308,2014-12-07,191,Nike Men's Free 5.0+ Running Shoe,79.99,4,319.96,80.0
139309,2014-12-07,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
139310,2014-12-07,1014,O'Brien Men's Neoprene Life Vest,44.98,3,134.94,15.0
139311,2014-12-07,502,Nike Men's Dri-FIT Victory Golf Polo,42.5,3,127.5,22.5
139312,2014-12-07,502,Nike Men's Dri-FIT Victory Golf Polo,37.5,5,187.5,62.5
139313,2014-12-07,191,Nike Men's Free 5.0+ Running Shoe,84.99,3,254.97,45.0
139314,2014-12-07,1014,O'Brien Men's Neoprene Life Vest,44.98,3,134.94,15.0
139315,2014-12-07,1004,Field & Stream Sportsman 16 Gun Fire Safe,329.98,1,329.98,70.0
139316,2014-12-07,1014,O'Brien Men's Neoprene Life Vest,44.98,3,134.94,15.0
139317,2014-12-07,1073,Pelican Sunstream 100 Kayak,169.99,1,169.99,30.0
139318,2014-12-07,627,Under Armour Girls' Toddler Spine Surge Runni,30.99,4,123.96,36.0
139319,2014-12-07,191,Nike Men's Free 5.0+ Running Shoe,84.99,2,169.98,30.0
139320,2014-12-07,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
139321,2014-12-07,502,Nike Men's Dri-FIT Victory Golf Polo,37.5,5,187.5,62.5
139322,2014-12-07,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
139323,2014-12-07,1004,Field & Stream Sportsman 16 Gun Fire Safe,329.98,1,329.98,70.0
139324,2014-12-07,502,Nike Men's Dri-FIT Victory Golf Polo,42.5,2,85.0,15.0
139325,2014-12-07,1014,O'Brien Men's Neoprene Life Vest,54.98,1,54.98,-5.0
139326,2014-12-07,627,Under Armour Girls' Toddler Spine Surge Runni,45.99,1,45.99,-6.0
139327,2014-12-07,191,Nike Men's Free 5.0+ Running Shoe,79.99,4,319.96,80.0
139328,2014-12-07,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
139329,2014-12-07,1004,Field & Stream Sportsman 16 Gun Fire Safe,329.98,1,329.98,70.0
139330,2014-12-07,365,Perfect Fitness Perfect Rip Deck,50.99,3,152.97,27.0
139331,2014-12-07,502,Nike Men's Dri-FIT Victory Golf Polo,52.5,1,52.5,-2.5
139332,2014-12-07,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
139333,2014-12-07,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
139334,2014-12-07,365,Perfect Fitness Perfect Rip Deck,50.99,2,101.98,18.0
139335,2014-12-07,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
139336,2014-12-07,1073,Pelican Sunstream 100 Kayak,169.99,1,169.99,30.0
139337,2014-12-07,502,Nike Men's Dri-FIT Victory Golf Polo,37.5,4,150.0,50.0
139338,2014-12-07,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
139339,2014-12-07,1014,O'Brien Men's Neoprene Life Vest,44.98,2,89.96,10.0
